Date,Continents,Country,Gender,Visitors,Visitors Same Period Previous Year,Growth
202307, Africa, Republic of South Africa, female,562,217,159
202307, Africa, Republic of South Africa, Stewardess,325,62,424.2
202307, Africa, Republic of South Africa, entire,1405,486,189.1
202308, Africa, Republic of South Africa, male,457,319,43.3
202308, Africa, Republic of South Africa, female,779,480,62.3
202308, Africa, Republic of South Africa, Stewardess,284,57,398.2
202308, Africa, Republic of South Africa, entire,1520,856,77.6
201601, Europe, Romania, male,327,254,28.7
201601, Europe, Romania, female,81,55,47.3
201601, Europe, Romania, Stewardess,587,412,42.5
201601, Europe, Romania, entire,995,721,38
201602, Europe, Romania, male,275,263,4.6
201602, Europe, Romania, female,81,76,6.6
201602, Europe, Romania, Stewardess,564,474,19
201602, Europe, Romania, entire,920,813,13.2
201603, Europe, Romania, male,391,337,16
201603, Europe, Romania, female,131,96,36.5
201603, Europe, Romania, Stewardess,761,580,31.2
201603, Europe, Romania, entire,1283,1013,26.7
201604, Europe, Romania, male,330,315,4.8
201604, Europe, Romania, female,154,129,19.4
201604, Europe, Romania, Stewardess,935,698,34
201604, Europe, Romania, entire,1419,1142,24.3
201605, Europe, Romania, male,449,364,23.4
201605, Europe, Romania, female,183,138,32.6
201605, Europe, Romania, Stewardess,1084,809,34
201605, Europe, Romania, entire,1716,1311,30.9
201606, Europe, Romania, male,326,388,-16
201606, Europe, Romania, female,192,109,76.1
201606, Europe, Romania, Stewardess,1112,737,50.9
201606, Europe, Romania, entire,1630,1234,32.1
201607, Europe, Romania, male,309,270,14.4
201607, Europe, Romania, female,138,128,7.8
201607, Europe, Romania, Stewardess,1301,395,229.4
201607, Europe, Romania, entire,1748,793,120.4
201608, Europe, Romania, male,353,315,12.1
201608, Europe, Romania, female,205,130,57.7
201608, Europe, Romania, Stewardess,1202,765,57.1
201608, Europe, Romania, entire,1760,1210,45.5
201609, Europe, Romania, male,388,380,2.1
201609, Europe, Romania, female,188,201,-6.5
201609, Europe, Romania, Stewardess,1208,881,37.1
201609, Europe, Romania, entire,1784,1462,22
201610, Europe, Romania, male,443,410,8
201610, Europe, Romania, female,185,178,3.9
201610, Europe, Romania, Stewardess,1193,843,41.5
201610, Europe, Romania, entire,1821,1431,27.3
201611, Europe, Romania, male,315,338,-6.8
201611, Europe, Romania, female,132,116,13.8
201611, Europe, Romania, Stewardess,877,712,23.2
201611, Europe, Romania, entire,1324,1166,13.6
201612, Europe, Romania, male,260,274,-5.1
201612, Europe, Romania, female,69,113,-38.9
201612, Europe, Romania, Stewardess,807,542,48.9
201612, Europe, Romania, entire,1136,929,22.3
201701, Europe, Romania, male,281,327,-14.1
201701, Europe, Romania, female,107,81,32.1
201701, Europe, Romania, Stewardess,740,587,26.1
201701, Europe, Romania, entire,1128,995,13.4
201702, Europe, Romania, male,261,275,-5.1
201702, Europe, Romania, female,90,81,11.1
201702, Europe, Romania, Stewardess,866,564,53.5
201702, Europe, Romania, entire,1217,920,32.3
201703, Europe, Romania, male,427,391,9.2
201703, Europe, Romania, female,119,131,-9.2
201703, Europe, Romania, Stewardess,903,761,18.7
201703, Europe, Romania, entire,1449,1283,12.9
201704, Europe, Romania, male,394,330,19.4
201704, Europe, Romania, female,228,154,48.1
201704, Europe, Romania, Stewardess,600,935,-35.8
201704, Europe, Romania, entire,1222,1419,-13.9
201705, Europe, Romania, male,307,449,-31.6
201705, Europe, Romania, female,136,183,-25.7
201705, Europe, Romania, Stewardess,537,1084,-50.5
201705, Europe, Romania, entire,980,1716,-42.9
201706, Europe, Romania, male,286,326,-12.3
201706, Europe, Romania, female,120,192,-37.5
201706, Europe, Romania, Stewardess,423,1112,-62
201706, Europe, Romania, entire,829,1630,-49.1
201707, Europe, Romania, male,280,309,-9.4
201707, Europe, Romania, female,161,138,16.7
201707, Europe, Romania, Stewardess,531,1301,-59.2
201707, Europe, Romania, entire,972,1748,-44.4
201708, Europe, Romania, male,291,353,-17.6
201708, Europe, Romania, female,163,205,-20.5
201708, Europe, Romania, Stewardess,565,1202,-53
201708, Europe, Romania, entire,1019,1760,-42.1
201709, Europe, Romania, male,405,388,4.4
201709, Europe, Romania, female,248,188,31.9
201709, Europe, Romania, Stewardess,510,1208,-57.8
201709, Europe, Romania, entire,1163,1784,-34.8
201710, Europe, Romania, male,432,443,-2.5
201710, Europe, Romania, female,200,185,8.1
201710, Europe, Romania, Stewardess,501,1193,-58
201710, Europe, Romania, entire,1133,1821,-37.8
201711, Europe, Romania, male,368,315,16.8
201711, Europe, Romania, female,134,132,1.5
201711, Europe, Romania, Stewardess,375,877,-57.2
201711, Europe, Romania, entire,877,1324,-33.8
201712, Europe, Romania, male,282,260,8.5
201712, Europe, Romania, female,84,69,21.7
201712, Europe, Romania, Stewardess,342,807,-57.6
201712, Europe, Romania, entire,708,1136,-37.7
201801, Europe, Romania, male,262,281,-6.8
201801, Europe, Romania, female,88,107,-17.8
201801, Europe, Romania, Stewardess,382,740,-48.4
201801, Europe, Romania, entire,732,1128,-35.1
201802, Europe, Romania, male,273,261,4.6
201802, Europe, Romania, female,107,90,18.9
201802, Europe, Romania, Stewardess,261,866,-69.9
201802, Europe, Romania, entire,641,1217,-47.3
201803, Europe, Romania, male,348,427,-18.5
201803, Europe, Romania, female,168,119,41.2
201803, Europe, Romania, Stewardess,454,903,-49.7
201803, Europe, Romania, entire,970,1449,-33.1
201804, Europe, Romania, male,378,394,-4.1
201804, Europe, Romania, female,222,228,-2.6
201804, Europe, Romania, Stewardess,545,600,-9.2
201804, Europe, Romania, entire,1145,1222,-6.3
201805, Europe, Romania, male,323,307,5.2
201805, Europe, Romania, female,202,136,48.5
201805, Europe, Romania, Stewardess,564,537,5
201805, Europe, Romania, entire,1089,980,11.1
201806, Europe, Romania, male,319,286,11.5
201806, Europe, Romania, female,150,120,25
201806, Europe, Romania, Stewardess,514,423,21.5
201806, Europe, Romania, entire,983,829,18.6
201807, Europe, Romania, male,272,280,-2.9
201807, Europe, Romania, female,172,161,6.8
201807, Europe, Romania, Stewardess,461,531,-13.2
201807, Europe, Romania, entire,905,972,-6.9
201808, Europe, Romania, male,308,291,5.8
201808, Europe, Romania, female,212,163,30.1
201808, Europe, Romania, Stewardess,406,565,-28.1
201808, Europe, Romania, entire,926,1019,-9.1
201809, Europe, Romania, male,386,405,-4.7
201809, Europe, Romania, female,246,248,-0.8
201809, Europe, Romania, Stewardess,415,510,-18.6
201809, Europe, Romania, entire,1047,1163,-10
201810, Europe, Romania, male,393,432,-9
201810, Europe, Romania, female,235,200,17.5
201810, Europe, Romania, Stewardess,673,501,34.3
201810, Europe, Romania, entire,1301,1133,14.8
201811, Europe, Romania, male,343,368,-6.8
201811, Europe, Romania, female,148,134,10.4
201811, Europe, Romania, Stewardess,430,375,14.7
201811, Europe, Romania, entire,921,877,5
201812, Europe, Romania, male,264,282,-6.4
201812, Europe, Romania, female,117,84,39.3
201812, Europe, Romania, Stewardess,331,342,-3.2
201812, Europe, Romania, entire,712,708,0.6
201901, Europe, Romania, male,315,262,20.2
201901, Europe, Romania, female,129,88,46.6
201901, Europe, Romania, Stewardess,428,382,12
201901, Europe, Romania, entire,872,732,19.1
201902, Europe, Romania, male,265,273,-2.9
201902, Europe, Romania, female,116,107,8.4
201902, Europe, Romania, Stewardess,390,261,49.4
201902, Europe, Romania, entire,771,641,20.3
201903, Europe, Romania, male,355,348,2
201903, Europe, Romania, female,164,168,-2.4
201903, Europe, Romania, Stewardess,525,454,15.6
201903, Europe, Romania, entire,1044,970,7.6
201904, Europe, Romania, male,440,378,16.4
201904, Europe, Romania, female,310,222,39.6
201904, Europe, Romania, Stewardess,573,545,5.1
201904, Europe, Romania, entire,1323,1145,15.5
201905, Europe, Romania, male,366,323,13.3
201905, Europe, Romania, female,196,202,-3
201905, Europe, Romania, Stewardess,560,564,-0.7
201905, Europe, Romania, entire,1122,1089,3
201906, Europe, Romania, male,328,319,2.8
201906, Europe, Romania, female,229,150,52.7
201906, Europe, Romania, Stewardess,427,514,-16.9
201906, Europe, Romania, entire,984,983,0.1
201907, Europe, Romania, male,337,272,23.9
201907, Europe, Romania, female,201,172,16.9
201907, Europe, Romania, Stewardess,407,461,-11.7
201907, Europe, Romania, entire,945,905,4.4
201908, Europe, Romania, male,415,308,34.7
201908, Europe, Romania, female,287,212,35.4
201908, Europe, Romania, Stewardess,730,406,79.8
201908, Europe, Romania, entire,1432,926,54.6
201909, Europe, Romania, male,408,386,5.7
201909, Europe, Romania, female,309,246,25.6
201909, Europe, Romania, Stewardess,462,415,11.3
201909, Europe, Romania, entire,1179,1047,12.6
201910, Europe, Romania, male,445,393,13.2
201910, Europe, Romania, female,245,235,4.3
201910, Europe, Romania, Stewardess,605,673,-10.1
201910, Europe, Romania, entire,1295,1301,-0.5
201911, Europe, Romania, male,457,343,33.2
201911, Europe, Romania, female,193,148,30.4
201911, Europe, Romania, Stewardess,390,430,-9.3
201911, Europe, Romania, entire,1040,921,12.9
201912, Europe, Romania, male,241,264,-8.7
201912, Europe, Romania, female,128,117,9.4
201912, Europe, Romania, Stewardess,405,331,22.4
201912, Europe, Romania, entire,774,712,8.7
202001, Europe, Romania, male,313,315,-0.6
202001, Europe, Romania, female,115,129,-10.9
202001, Europe, Romania, Stewardess,428,428,0
202001, Europe, Romania, entire,856,872,-1.8
202002, Europe, Romania, male,191,265,-27.9
202002, Europe, Romania, female,68,116,-41.4
202002, Europe, Romania, Stewardess,212,390,-45.6
202002, Europe, Romania, entire,471,771,-38.9
202003, Europe, Romania, male,84,355,-76.3
202003, Europe, Romania, female,19,164,-88.4
202003, Europe, Romania, Stewardess,70,525,-86.7
202003, Europe, Romania, entire,173,1044,-83.4
202004, Europe, Romania, male,39,440,-91.1
202004, Europe, Romania, female,1,310,-99.7
202004, Europe, Romania, Stewardess,42,573,-92.7
202004, Europe, Romania, entire,82,1323,-93.8
202005, Europe, Romania, male,46,366,-87.4
202005, Europe, Romania, female,0,196,-100
202005, Europe, Romania, Stewardess,47,560,-91.6
202005, Europe, Romania, entire,93,1122,-91.7
202006, Europe, Romania, male,70,328,-78.7
202006, Europe, Romania, female,3,229,-98.7
202006, Europe, Romania, Stewardess,89,427,-79.2
202006, Europe, Romania, entire,162,984,-83.5
202007, Europe, Romania, male,68,337,-79.8
202007, Europe, Romania, female,5,201,-97.5
202007, Europe, Romania, Stewardess,155,407,-61.9
202007, Europe, Romania, entire,228,945,-75.9
202008, Europe, Romania, male,91,415,-78.1
202008, Europe, Romania, female,12,287,-95.8
202008, Europe, Romania, Stewardess,148,730,-79.7
202008, Europe, Romania, entire,251,1432,-82.5
202009, Europe, Romania, male,76,408,-81.4
202009, Europe, Romania, female,4,309,-98.7
202009, Europe, Romania, Stewardess,144,462,-68.8
202009, Europe, Romania, entire,224,1179,-81
202010, Europe, Romania, male,80,445,-82
202010, Europe, Romania, female,6,245,-97.6
202010, Europe, Romania, Stewardess,126,605,-79.2
202010, Europe, Romania, entire,212,1295,-83.6
202011, Europe, Romania, male,83,457,-81.8
202011, Europe, Romania, female,4,193,-97.9
202011, Europe, Romania, Stewardess,175,390,-55.1
202011, Europe, Romania, entire,262,1040,-74.8
202012, Europe, Romania, male,53,241,-78
202012, Europe, Romania, female,2,128,-98.4
202012, Europe, Romania, Stewardess,131,405,-67.7
202012, Europe, Romania, entire,186,774,-76
202101, Europe, Romania, male,53,313,-83.1
202101, Europe, Romania, female,4,115,-96.5
202101, Europe, Romania, Stewardess,199,428,-53.5
202101, Europe, Romania, entire,256,856,-70.1
202102, Europe, Romania, male,69,191,-63.9
202102, Europe, Romania, female,16,68,-76.5
202102, Europe, Romania, Stewardess,138,212,-34.9
202102, Europe, Romania, entire,223,471,-52.7
202103, Europe, Romania, male,87,84,3.6
202103, Europe, Romania, female,6,19,-68.4
202103, Europe, Romania, Stewardess,161,70,130
202103, Europe, Romania, entire,254,173,46.8
202104, Europe, Romania, male,85,39,117.9
202104, Europe, Romania, female,3,1,200
202104, Europe, Romania, Stewardess,173,42,311.9
202104, Europe, Romania, entire,261,82,218.3
202105, Europe, Romania, male,65,46,41.3
202105, Europe, Romania, female,5,0,0
202105, Europe, Romania, Stewardess,144,47,206.4
202105, Europe, Romania, entire,214,93,130.1
202106, Europe, Romania, male,50,70,-28.6
202106, Europe, Romania, female,2,3,-33.3
202106, Europe, Romania, Stewardess,134,89,50.6
202106, Europe, Romania, entire,186,162,14.8
202107, Europe, Romania, male,91,68,33.8
202107, Europe, Romania, female,11,5,120
202107, Europe, Romania, Stewardess,143,155,-7.7
202107, Europe, Romania, entire,245,228,7.5
202108, Europe, Romania, male,93,91,2.2
202108, Europe, Romania, female,32,12,166.7
202108, Europe, Romania, Stewardess,140,148,-5.4
202108, Europe, Romania, entire,265,251,5.6
202109, Europe, Romania, male,151,76,98.7
202109, Europe, Romania, female,12,4,200
202109, Europe, Romania, Stewardess,168,144,16.7
202109, Europe, Romania, entire,331,224,47.8
202110, Europe, Romania, male,175,80,118.8
202110, Europe, Romania, female,16,6,166.7
202110, Europe, Romania, Stewardess,185,126,46.8
202110, Europe, Romania, entire,376,212,77.4
202111, Europe, Romania, male,164,83,97.6
202111, Europe, Romania, female,13,4,225
202111, Europe, Romania, Stewardess,147,175,-16
202111, Europe, Romania, entire,324,262,23.7
202112, Europe, Romania, male,145,53,173.6
202112, Europe, Romania, female,16,2,700
202112, Europe, Romania, Stewardess,199,131,51.9
202112, Europe, Romania, entire,360,186,93.5
202201, Europe, Romania, male,200,53,277.4
202201, Europe, Romania, female,13,4,225
202201, Europe, Romania, Stewardess,146,199,-26.6
202201, Europe, Romania, entire,359,256,40.2
202202, Europe, Romania, male,192,69,178.3
202202, Europe, Romania, female,25,16,56.2
202202, Europe, Romania, Stewardess,153,138,10.9
202202, Europe, Romania, entire,370,223,65.9
202203, Europe, Romania, male,200,87,129.9
202203, Europe, Romania, female,18,6,200
202203, Europe, Romania, Stewardess,199,161,23.6
202203, Europe, Romania, entire,417,254,64.2
202204, Europe, Romania, male,175,85,105.9
202204, Europe, Romania, female,55,3,1733.3
202204, Europe, Romania, Stewardess,142,173,-17.9
202204, Europe, Romania, entire,372,261,42.5
202205, Europe, Romania, male,170,65,161.5
202205, Europe, Romania, female,69,5,1280
202205, Europe, Romania, Stewardess,174,144,20.8
202205, Europe, Romania, entire,413,214,93
202206, Europe, Romania, male,174,50,248
202206, Europe, Romania, female,72,2,3500
202206, Europe, Romania, Stewardess,179,134,33.6
202206, Europe, Romania, entire,425,186,128.5
202207, Europe, Romania, male,215,91,136.3
202207, Europe, Romania, female,107,11,872.7
202207, Europe, Romania, Stewardess,183,143,28
202207, Europe, Romania, entire,505,245,106.1
202208, Europe, Romania, male,255,93,174.2
202208, Europe, Romania, female,147,32,359.4
202208, Europe, Romania, Stewardess,129,140,-7.9
202208, Europe, Romania, entire,531,265,100.4
202209, Europe, Romania, male,273,151,80.8
202209, Europe, Romania, female,164,12,1266.7
202209, Europe, Romania, Stewardess,152,168,-9.5
202209, Europe, Romania, entire,589,331,77.9
202210, Europe, Romania, male,414,175,136.6
202210, Europe, Romania, female,294,16,1737.5
202210, Europe, Romania, Stewardess,177,185,-4.3
202210, Europe, Romania, entire,885,376,135.4
202211, Europe, Romania, male,248,164,51.2
202211, Europe, Romania, female,148,13,1038.5
202211, Europe, Romania, Stewardess,153,147,4.1
202211, Europe, Romania, entire,549,324,69.4
202212, Europe, Romania, male,233,145,60.7
202212, Europe, Romania, female,118,16,637.5
202212, Europe, Romania, Stewardess,106,199,-46.7
202212, Europe, Romania, entire,457,360,26.9
202301, Europe, Romania, male,179,200,-10.5
202301, Europe, Romania, female,90,13,592.3
202301, Europe, Romania, Stewardess,140,146,-4.1
202301, Europe, Romania, entire,409,359,13.9
202302, Europe, Romania, male,203,192,5.7
202302, Europe, Romania, female,130,25,420
202302, Europe, Romania, Stewardess,152,153,-0.7
202302, Europe, Romania, entire,485,370,31.1
202303, Europe, Romania, male,363,200,81.5
202303, Europe, Romania, female,342,18,1800
202303, Europe, Romania, Stewardess,290,199,45.7
202303, Europe, Romania, entire,995,417,138.6
202304, Europe, Romania, male,454,175,159.4
202304, Europe, Romania, female,518,55,841.8
202304, Europe, Romania, Stewardess,361,142,154.2
202304, Europe, Romania, entire,1333,372,258.3
202305, Europe, Romania, male,352,170,107.1
202305, Europe, Romania, female,327,69,373.9
202305, Europe, Romania, Stewardess,332,174,90.8
202305, Europe, Romania, entire,1011,413,144.8
202306, Europe, Romania, male,282,174,62.1
202306, Europe, Romania, female,255,72,254.2
202306, Europe, Romania, Stewardess,321,179,79.3
202306, Europe, Romania, entire,858,425,101.9
202307, Europe, Romania, male,294,215,36.7
202307, Europe, Romania, female,339,107,216.8
202307, Europe, Romania, Stewardess,269,183,47
202307, Europe, Romania, entire,902,505,78.6
202308, Europe, Romania, male,327,255,28.2
202308, Europe, Romania, female,378,147,157.1
202308, Europe, Romania, Stewardess,231,129,79.1
202308, Europe, Romania, entire,936,531,76.3
201601, Europe,Russia, male,6812,5837,16.7
201601, Europe,Russia, female,5796,5065,14.4
201601, Europe,Russia, Stewardess,3854,3055,26.2
201601, Europe,Russia, entire,16462,13957,17.9
201602, Europe,Russia, male,5922,4520,31
201602, Europe,Russia, female,4611,3581,28.8
201602, Europe,Russia, Stewardess,3589,3633,-1.2
201602, Europe,Russia, entire,14122,11734,20.4
201603, Europe,Russia, male,8434,6174,36.6
201603, Europe,Russia, female,6315,5289,19.4
201603, Europe,Russia, Stewardess,4495,4452,1
201603, Europe,Russia, entire,19244,15915,20.9
201604, Europe,Russia, male,9052,6771,33.7
201604, Europe,Russia, female,6717,5818,15.5
201604, Europe,Russia, Stewardess,5965,5242,13.8
201604, Europe,Russia, entire,21734,17831,21.9
201605, Europe,Russia, male,8881,7557,17.5
201605, Europe,Russia, female,7119,6233,14.2
201605, Europe,Russia, Stewardess,5651,4873,16
201605, Europe,Russia, entire,21651,18663,16
201606, Europe,Russia, male,8091,5383,50.3
201606, Europe,Russia, female,7443,4736,57.2
201606, Europe,Russia, Stewardess,4377,4249,3
201606, Europe,Russia, entire,19911,14368,38.6
201607, Europe,Russia, male,7369,5126,43.8
201607, Europe,Russia, female,7775,5132,51.5
201607, Europe,Russia, Stewardess,4415,3266,35.2
201607, Europe,Russia, entire,19559,13524,44.6
201608, Europe,Russia, male,7324,6002,22
201608, Europe,Russia, female,7471,6072,23
201608, Europe,Russia, Stewardess,4086,3862,5.8
201608, Europe,Russia, entire,18881,15936,18.5
201609, Europe,Russia, male,8093,6309,28.3
201609, Europe,Russia, female,7458,5498,35.6
201609, Europe,Russia, Stewardess,3838,4097,-6.3
201609, Europe,Russia, entire,19389,15904,21.9
201610, Europe,Russia, male,9757,7374,32.3
201610, Europe,Russia, female,8084,6106,32.4
201610, Europe,Russia, Stewardess,5455,4158,31.2
201610, Europe,Russia, entire,23296,17638,32.1
201611, Europe,Russia, male,8627,6959,24
201611, Europe,Russia, female,6456,5541,16.5
201611, Europe,Russia, Stewardess,4909,3972,23.6
201611, Europe,Russia, entire,19992,16472,21.4
201612, Europe,Russia, male,7887,6295,25.3
201612, Europe,Russia, female,6089,4896,24.4
201612, Europe,Russia, Stewardess,5756,4973,15.7
201612, Europe,Russia, entire,19732,16164,22.1
201701, Europe,Russia, male,8150,6812,19.6
201701, Europe,Russia, female,7230,5796,24.7
201701, Europe,Russia, Stewardess,4035,3854,4.7
201701, Europe,Russia, entire,19415,16462,17.9
201702, Europe,Russia, male,7770,5922,31.2
201702, Europe,Russia, female,6073,4611,31.7
201702, Europe,Russia, Stewardess,3944,3589,9.9
201702, Europe,Russia, entire,17787,14122,26
201703, Europe,Russia, male,10291,8434,22
201703, Europe,Russia, female,8258,6315,30.8
201703, Europe,Russia, Stewardess,4402,4495,-2.1
201703, Europe,Russia, entire,22951,19244,19.3
201704, Europe,Russia, male,11502,9052,27.1
201704, Europe,Russia, female,9173,6717,36.6
201704, Europe,Russia, Stewardess,6044,5965,1.3
201704, Europe,Russia, entire,26719,21734,22.9
201705, Europe,Russia, male,9668,8881,8.9
201705, Europe,Russia, female,7658,7119,7.6
201705, Europe,Russia, Stewardess,5407,5651,-4.3
201705, Europe,Russia, entire,22733,21651,5
201706, Europe,Russia, male,10037,8091,24.1
201706, Europe,Russia, female,9270,7443,24.5
201706, Europe,Russia, Stewardess,4163,4377,-4.9
201706, Europe,Russia, entire,23470,19911,17.9
201707, Europe,Russia, male,9266,7369,25.7
201707, Europe,Russia, female,9334,7775,20.1
201707, Europe,Russia, Stewardess,4296,4415,-2.7
201707, Europe,Russia, entire,22896,19559,17.1
201708, Europe,Russia, male,8274,7324,13
201708, Europe,Russia, female,8606,7471,15.2
201708, Europe,Russia, Stewardess,4437,4086,8.6
201708, Europe,Russia, entire,21317,18881,12.9
201709, Europe,Russia, male,9681,8093,19.6
201709, Europe,Russia, female,8411,7458,12.8
201709, Europe,Russia, Stewardess,4964,3838,29.3
201709, Europe,Russia, entire,23056,19389,18.9
201710, Europe,Russia, male,11302,9757,15.8
201710, Europe,Russia, female,9725,8084,20.3
201710, Europe,Russia, Stewardess,4377,5455,-19.8
201710, Europe,Russia, entire,25404,23296,9
201711, Europe,Russia, male,10303,8627,19.4
201711, Europe,Russia, female,8408,6456,30.2
201711, Europe,Russia, Stewardess,4362,4909,-11.1
201711, Europe,Russia, entire,23073,19992,15.4
201712, Europe,Russia, male,8690,7887,10.2
201712, Europe,Russia, female,7454,6089,22.4
201712, Europe,Russia, Stewardess,5462,5756,-5.1
201712, Europe,Russia, entire,21606,19732,9.5
201801, Europe,Russia, male,9440,8150,15.8
201801, Europe,Russia, female,8125,7230,12.4
201801, Europe,Russia, Stewardess,4369,4035,8.3
201801, Europe,Russia, entire,21934,19415,13
201802, Europe,Russia, male,9414,7770,21.2
201802, Europe,Russia, female,7679,6073,26.4
201802, Europe,Russia, Stewardess,3796,3944,-3.8
201802, Europe,Russia, entire,20889,17787,17.4
201803, Europe,Russia, male,11299,10291,9.8
201803, Europe,Russia, female,9683,8258,17.3
201803, Europe,Russia, Stewardess,4751,4402,7.9
201803, Europe,Russia, entire,25733,22951,12.1
201804, Europe,Russia, male,13631,11502,18.5
201804, Europe,Russia, female,11229,9173,22.4
201804, Europe,Russia, Stewardess,6453,6044,6.8
201804, Europe,Russia, entire,31313,26719,17.2
201805, Europe,Russia, male,11752,9668,21.6
201805, Europe,Russia, female,8909,7658,16.3
201805, Europe,Russia, Stewardess,6026,5407,11.4
201805, Europe,Russia, entire,26687,22733,17.4
201806, Europe,Russia, male,10912,10037,8.7
201806, Europe,Russia, female,10822,9270,16.7
201806, Europe,Russia, Stewardess,5062,4163,21.6
201806, Europe,Russia, entire,26796,23470,14.2
201807, Europe,Russia, male,10450,9266,12.8
201807, Europe,Russia, female,13813,9334,48
201807, Europe,Russia, Stewardess,3997,4296,-7
201807, Europe,Russia, entire,28260,22896,23.4
201808, Europe,Russia, male,9029,8274,9.1
201808, Europe,Russia, female,9504,8606,10.4
201808, Europe,Russia, Stewardess,4468,4437,0.7
201808, Europe,Russia, entire,23001,21317,7.9
201809, Europe,Russia, male,9443,9681,-2.5
201809, Europe,Russia, female,9881,8411,17.5
201809, Europe,Russia, Stewardess,4064,4964,-18.1
201809, Europe,Russia, entire,23388,23056,1.4
201810, Europe,Russia, male,11630,11302,2.9
201810, Europe,Russia, female,11287,9725,16.1
201810, Europe,Russia, Stewardess,5236,4377,19.6
201810, Europe,Russia, entire,28153,25404,10.8
201811, Europe,Russia, male,9986,10303,-3.1
201811, Europe,Russia, female,8544,8408,1.6
201811, Europe,Russia, Stewardess,4850,4362,11.2
201811, Europe,Russia, entire,23380,23073,1.3
201812, Europe,Russia, male,9465,8690,8.9
201812, Europe,Russia, female,8332,7454,11.8
201812, Europe,Russia, Stewardess,5211,5462,-4.6
201812, Europe,Russia, entire,23008,21606,6.5
201901, Europe,Russia, male,10572,9440,12
201901, Europe,Russia, female,9487,8125,16.8
201901, Europe,Russia, Stewardess,5135,4369,17.5
201901, Europe,Russia, entire,25194,21934,14.9
201902, Europe,Russia, male,8297,9414,-11.9
201902, Europe,Russia, female,7364,7679,-4.1
201902, Europe,Russia, Stewardess,4340,3796,14.3
201902, Europe,Russia, entire,20001,20889,-4.3
201903, Europe,Russia, male,12054,11299,6.7
201903, Europe,Russia, female,11568,9683,19.5
201903, Europe,Russia, Stewardess,4370,4751,-8
201903, Europe,Russia, entire,27992,25733,8.8
201904, Europe,Russia, male,13954,13631,2.4
201904, Europe,Russia, female,13781,11229,22.7
201904, Europe,Russia, Stewardess,6470,6453,0.3
201904, Europe,Russia, entire,34205,31313,9.2
201905, Europe,Russia, male,14269,11752,21.4
201905, Europe,Russia, female,12920,8909,45
201905, Europe,Russia, Stewardess,5766,6026,-4.3
201905, Europe,Russia, entire,32955,26687,23.5
201906, Europe,Russia, male,11588,10912,6.2
201906, Europe,Russia, female,12522,10822,15.7
201906, Europe,Russia, Stewardess,4556,5062,-10
201906, Europe,Russia, entire,28666,26796,7
201907, Europe,Russia, male,10755,10450,2.9
201907, Europe,Russia, female,12968,13813,-6.1
201907, Europe,Russia, Stewardess,4698,3997,17.5
201907, Europe,Russia, entire,28421,28260,0.6
201908, Europe,Russia, male,10968,9029,21.5
201908, Europe,Russia, female,13609,9504,43.2
201908, Europe,Russia, Stewardess,4123,4468,-7.7
201908, Europe,Russia, entire,28700,23001,24.8
201909, Europe,Russia, male,11907,9443,26.1
201909, Europe,Russia, female,12896,9881,30.5
201909, Europe,Russia, Stewardess,5463,4064,34.4
201909, Europe,Russia, entire,30266,23388,29.4
201910, Europe,Russia, male,13768,11630,18.4
201910, Europe,Russia, female,14581,11287,29.2
201910, Europe,Russia, Stewardess,5030,5236,-3.9
201910, Europe,Russia, entire,33379,28153,18.6
201911, Europe,Russia, male,11294,9986,13.1
201911, Europe,Russia, female,10636,8544,24.5
201911, Europe,Russia, Stewardess,4778,4850,-1.5
201911, Europe,Russia, entire,26708,23380,14.2
201912, Europe,Russia, male,10830,9465,14.4
201912, Europe,Russia, female,10272,8332,23.3
201912, Europe,Russia, Stewardess,5468,5211,4.9
201912, Europe,Russia, entire,26570,23008,15.5
202001, Europe,Russia, male,11816,10572,11.8
202001, Europe,Russia, female,12155,9487,28.1
202001, Europe,Russia, Stewardess,4920,5135,-4.2
202001, Europe,Russia, entire,28891,25194,14.7
202002, Europe,Russia, male,9417,8297,13.5
202002, Europe,Russia, female,8592,7364,16.7
202002, Europe,Russia, Stewardess,4148,4340,-4.4
202002, Europe,Russia, entire,22157,20001,10.8
202003, Europe,Russia, male,1576,12054,-86.9
202003, Europe,Russia, female,1346,11568,-88.4
202003, Europe,Russia, Stewardess,2378,4370,-45.6
202003, Europe,Russia, entire,5300,27992,-81.1
202004, Europe,Russia, male,136,13954,-99
202004, Europe,Russia, female,24,13781,-99.8
202004, Europe,Russia, Stewardess,1063,6470,-83.6
202004, Europe,Russia, entire,1223,34205,-96.4
202005, Europe,Russia, male,97,14269,-99.3
202005, Europe,Russia, female,54,12920,-99.6
202005, Europe,Russia, Stewardess,1490,5766,-74.2
202005, Europe,Russia, entire,1641,32955,-95
202006, Europe,Russia, male,267,11588,-97.7
202006, Europe,Russia, female,153,12522,-98.8
202006, Europe,Russia, Stewardess,1656,4556,-63.7
202006, Europe,Russia, entire,2076,28666,-92.8
202007, Europe,Russia, male,270,10755,-97.5
202007, Europe,Russia, female,176,12968,-98.6
202007, Europe,Russia, Stewardess,1558,4698,-66.8
202007, Europe,Russia, entire,2004,28421,-92.9
202008, Europe,Russia, male,431,10968,-96.1
202008, Europe,Russia, female,416,13609,-96.9
202008, Europe,Russia, Stewardess,1239,4123,-69.9
202008, Europe,Russia, entire,2086,28700,-92.7
