Base date, Major countries and continents, country name, Purpose classification, personnel, Same period last year, increase/decrease rate
201812, etc, Year and Continent, entire,77,54,42.6
201812, etc, etc, tourism,51,36,41.7
201812, etc, etc, commercial,4,5,-20
201812, etc, etc, Public,0,0,0
201812, etc, etc, Study Abroad,0,0,0
201812, etc, etc, etc,22,13,69.2
201812, etc, etc, entire,77,54,42.6
201812, Korean, Year and Continent, tourism,0,0,0
201812, Korean, Year and Continent, commercial,0,0,0
201812, Korean, Year and Continent, Public,0,0,0
201812, Korean, Year and Continent, Study Abroad,0,0,0
201812, Korean, Year and Continent, etc,18838,22416,-16
201812, Korean, Year and Continent, entire,18838,22416,-16
201812, Korean, Korean, tourism,0,0,0
201812, Korean, Korean, commercial,0,0,0
201812, Korean, Korean, Public,0,0,0
201812, Korean, Korean, Study Abroad,0,0,0
201812, Korean, Korean, etc,18838,22416,-16
201812, Korean, Korean, entire,18838,22416,-16
201901, Entire continent, year, tourism,884293,742732,19.1
201901, Entire continent, year, commercial,13675,14663,-6.7
201901, Entire continent, year, Public,4439,4126,7.6
201901, Entire continent, year, Study Abroad,15995,13858,15.4
201901, Entire continent, year, etc,186401,180657,3.2
201901, Entire continent, year, entire,1104803,956036,15.6
201901, Asia, Year and Continent, tourism,765082,631714,21.1
201901, Asia, Year and Continent, commercial,10837,11822,-8.3
201901, Asia, Year and Continent, Public,1423,1276,11.5
201901, Asia, Year and Continent, Study Abroad,14087,11991,17.5
201901, Asia, Year and Continent, etc,125521,118220,6.2
201901, Asia, Year and Continent, entire,916950,775023,18.3
201901, Asia, china, tourism,320113,236825,35.2
201901, Asia, china, commercial,2993,3363,-11
201901, Asia, china, Public,138,119,16
201901, Asia, china, Study Abroad,8793,7190,22.3
201901, Asia, china, etc,60777,57630,5.5
201901, Asia, china, entire,392814,305127,28.7
201901, Asia, japan, tourism,198805,159174,24.9
201901, Asia, japan, commercial,2233,2357,-5.3
201901, Asia, japan, Public,127,138,-8
201901, Asia, japan, Study Abroad,785,842,-6.8
201901, Asia, japan, etc,4576,4572,0.1
201901, Asia, japan, entire,206526,167083,23.6
201901, Asia, taiwan, tourism,86393,74322,16.2
201901, Asia, taiwan, commercial,74,93,-20.4
201901, Asia, taiwan, Public,22,18,22.2
201901, Asia, taiwan, Study Abroad,180,158,13.9
201901, Asia, taiwan, etc,1285,1229,4.6
201901, Asia, taiwan, entire,87954,75820,16
201901, Asia, Hong Kong, tourism,34653,33634,3
201901, Asia, Hong Kong, commercial,59,44,34.1
201901, Asia, Hong Kong, Public,2,2,0
201901, Asia, Hong Kong, Study Abroad,90,72,25
201901, Asia, Hong Kong, etc,1092,919,18.8
201901, Asia, Hong Kong, entire,35896,34671,3.5
201901, Asia, Macau, tourism,2506,2885,-13.1
201901, Asia, Macau, commercial,2,3,-33.3
201901, Asia, Macau, Public,0,0,0
201901, Asia, Macau, Study Abroad,17,13,30.8
201901, Asia, Macau, etc,45,32,40.6
201901, Asia, Macau, entire,2570,2933,-12.4
201901, Asia, Philippines, tourism,14279,14796,-3.5
201901, Asia, Philippines, commercial,211,215,-1.9
201901, Asia, Philippines, Public,161,149,8.1
201901, Asia, Philippines, Study Abroad,184,168,9.5
201901, Asia, Philippines, etc,15638,15126,3.4
201901, Asia, Philippines, entire,30473,30454,0.1
201901, Asia, Indonesia, tourism,14183,12566,12.9
201901, Asia, Indonesia, commercial,136,197,-31
201901, Asia, Indonesia, Public,38,18,111.1
201901, Asia, Indonesia, Study Abroad,187,157,19.1
201901, Asia, Indonesia, etc,4298,4096,4.9
201901, Asia, Indonesia, entire,18842,17034,10.6
201901, Asia, thailand, tourism,34004,38969,-12.7
201901, Asia, thailand, commercial,37,38,-2.6
201901, Asia, thailand, Public,199,82,142.7
201901, Asia, thailand, Study Abroad,96,87,10.3
201901, Asia, thailand, etc,6998,5765,21.4
201901, Asia, thailand, entire,41334,44941,-8
201901, Asia, vietnam, tourism,10739,7641,40.5
201901, Asia, vietnam, commercial,763,1454,-47.5
201901, Asia, vietnam, Public,110,116,-5.2
201901, Asia, vietnam, Study Abroad,1667,1471,13.3
201901, Asia, vietnam, etc,6904,5603,23.2
201901, Asia, vietnam, entire,20183,16285,23.9
201901, Asia, India, tourism,2318,2150,7.8
201901, Asia, India, commercial,2656,2374,11.9
201901, Asia, India, Public,46,34,35.3
201901, Asia, India, Study Abroad,177,174,1.7
201901, Asia, India, etc,3474,2689,29.2
201901, Asia, India, entire,8671,7421,16.8
201901, Asia, malaysia, tourism,19043,19558,-2.6
201901, Asia, malaysia, commercial,95,98,-3.1
201901, Asia, malaysia, Public,7,5,40
201901, Asia, malaysia, Study Abroad,99,109,-9.2
201901, Asia, malaysia, etc,2821,2343,20.4
201901, Asia, malaysia, entire,22065,22113,-0.2
201901, Asia, Singapore, tourism,8372,7859,6.5
201901, Asia, Singapore, commercial,94,100,-6
201901, Asia, Singapore, Public,8,4,100
201901, Asia, Singapore, Study Abroad,48,46,4.3
201901, Asia, Singapore, etc,1333,1655,-19.5
201901, Asia, Singapore, entire,9855,9664,2
201901, Asia, Mongolia, tourism,8358,9316,-10.3
201901, Asia, Mongolia, commercial,77,101,-23.8
201901, Asia, Mongolia, Public,304,313,-2.9
201901, Asia, Mongolia, Study Abroad,484,441,9.8
201901, Asia, Mongolia, etc,562,622,-9.6
201901, Asia, Mongolia, entire,9785,10793,-9.3
201901, Asia, Uzbekistan, tourism,1958,2290,-14.5
201901, Asia, Uzbekistan, commercial,561,299,87.6
201901, Asia, Uzbekistan, Public,0,2,-100
201901, Asia, Uzbekistan, Study Abroad,407,289,40.8
201901, Asia, Uzbekistan, etc,2828,2551,10.9
201901, Asia, Uzbekistan, entire,5754,5431,5.9
201901, Asia, Myanmar, tourism,1304,1179,10.6
201901, Asia, Myanmar, commercial,10,6,66.7
201901, Asia, Myanmar, Public,31,21,47.6
201901, Asia, Myanmar, Study Abroad,67,45,48.9
201901, Asia, Myanmar, etc,3877,4737,-18.2
201901, Asia, Myanmar, entire,5289,5988,-11.7
201901, Asia, GCC, tourism,1550,1559,-0.6
201901, Asia, GCC, commercial,37,30,23.3
201901, Asia, GCC, Public,14,44,-68.2
201901, Asia, GCC, Study Abroad,72,87,-17.2
201901, Asia, GCC, etc,103,85,21.2
201901, Asia, GCC, entire,1776,1805,-1.6
201901, Asia, Kazakhstan, tourism,2185,2908,-24.9
201901, Asia, Kazakhstan, commercial,24,11,118.2
201901, Asia, Kazakhstan, Public,7,1,600
201901, Asia, Kazakhstan, Study Abroad,92,95,-3.2
201901, Asia, Kazakhstan, etc,1266,927,36.6
201901, Asia, Kazakhstan, entire,3574,3942,-9.3
201901, Asia, Turkye, tourism,792,888,-10.8
201901, Asia, Turkye, commercial,13,18,-27.8
201901, Asia, Turkye, Public,32,27,18.5
201901, Asia, Turkye, Study Abroad,36,26,38.5
201901, Asia, Turkye, etc,912,975,-6.5
201901, Asia, Turkye, entire,1785,1934,-7.7
201901, Asia, Cambodia, tourism,635,310,104.8
201901, Asia, Cambodia, commercial,39,31,25.8
201901, Asia, Cambodia, Public,55,24,129.2
201901, Asia, Cambodia, Study Abroad,51,50,2
201901, Asia, Cambodia, etc,1915,2016,-5
201901, Asia, Cambodia, entire,2695,2431,10.9
201901, Asia, Sri Lanka, tourism,157,156,0.6
201901, Asia, Sri Lanka, commercial,54,38,42.1
201901, Asia, Sri Lanka, Public,5,5,0
201901, Asia, Sri Lanka, Study Abroad,28,32,-12.5
201901, Asia, Sri Lanka, etc,1043,1269,-17.8
201901, Asia, Sri Lanka, entire,1287,1500,-14.2
201901, Asia, Bangladesh, tourism,149,214,-30.4
201901, Asia, Bangladesh, commercial,126,121,4.1
201901, Asia, Bangladesh, Public,27,53,-49.1
201901, Asia, Bangladesh, Study Abroad,97,105,-7.6
201901, Asia, Bangladesh, etc,848,738,14.9
201901, Asia, Bangladesh, entire,1247,1231,1.3
201901, Asia, Pakistan, tourism,238,228,4.4
201901, Asia, Pakistan, commercial,178,274,-35
201901, Asia, Pakistan, Public,10,6,66.7
201901, Asia, Pakistan, Study Abroad,193,166,16.3
201901, Asia, Pakistan, etc,413,482,-14.3
201901, Asia, Pakistan, entire,1032,1156,-10.7
201901, Asia, Israel, tourism,727,731,-0.5
201901, Asia, Israel, commercial,12,8,50
201901, Asia, Israel, Public,0,0,0
201901, Asia, Israel, Study Abroad,9,3,200
201901, Asia, Israel, etc,57,67,-14.9
201901, Asia, Israel, entire,805,809,-0.5
201901, Asia, Iran, tourism,60,116,-48.3
201901, Asia, Iran, commercial,45,198,-77.3
201901, Asia, Iran, Public,10,2,400
201901, Asia, Iran, Study Abroad,23,17,35.3
201901, Asia, Iran, etc,46,221,-79.2
201901, Asia, Iran, entire,184,554,-66.8
201901, Asia, etc, tourism,1561,1440,8.4
201901, Asia, etc, commercial,308,351,-12.3
201901, Asia, etc, Public,70,93,-24.7
201901, Asia, etc, Study Abroad,205,148,38.5
201901, Asia, etc, etc,2410,1871,28.8
201901, Asia, etc, entire,4554,3903,16.7
201901, America, Year and Continent, tourism,54982,51615,6.5
201901, America, Year and Continent, commercial,526,507,3.7
201901, America, Year and Continent, Public,2657,2542,4.5
201901, America, Year and Continent, Study Abroad,479,488,-1.8
201901, America, Year and Continent, etc,22277,22014,1.2
201901, America, Year and Continent, entire,80921,77166,4.9
201901, America, USA, tourism,42989,40407,6.4
201901, America, USA, commercial,418,422,-0.9
201901, America, USA, Public,2578,2480,4
201901, America, USA, Study Abroad,229,224,2.2
201901, America, USA, etc,16523,16362,1
201901, America, USA, entire,62737,59895,4.7
201901, America, Canada, tourism,8034,7850,2.3
201901, America, Canada, commercial,57,42,35.7
201901, America, Canada, Public,30,26,15.4
201901, America, Canada, Study Abroad,43,43,0
201901, America, Canada, etc,4296,4456,-3.6
201901, America, Canada, entire,12460,12417,0.3
201901, America, brazil, tourism,1136,946,20.1
201901, America, brazil, commercial,16,16,0
201901, America, brazil, Public,9,9,0
201901, America, brazil, Study Abroad,41,46,-10.9
201901, America, brazil, etc,403,390,3.3
201901, America, brazil, entire,1605,1407,14.1
201901, America, Mexico, tourism,1282,921,39.2
201901, America, Mexico, commercial,11,7,57.1
201901, America, Mexico, Public,7,11,-36.4
201901, America, Mexico, Study Abroad,38,58,-34.5
201901, America, Mexico, etc,515,406,26.8
201901, America, Mexico, entire,1853,1403,32.1
201901, America, etc, tourism,1541,1491,3.4
201901, America, etc, commercial,24,20,20
201901, America, etc, Public,33,16,106.2
201901, America, etc, Study Abroad,128,117,9.4
201901, America, etc, etc,540,400,35
201901, America, etc, entire,2266,2044,10.9
201901, europe, Year and Continent, tourism,47681,45457,4.9
201901, europe, Year and Continent, commercial,1465,1790,-18.2
201901, europe, Year and Continent, Public,230,190,21.1
201901, europe, Year and Continent, Study Abroad,1177,1107,6.3
201901, europe, Year and Continent, etc,19485,17994,8.3
201901, europe, Year and Continent, entire,70038,66538,5.3
201901, europe, russia, tourism,17260,15098,14.3
201901, europe, russia, commercial,181,169,7.1
201901, europe, russia, Public,37,15,146.7
201901, europe, russia, Study Abroad,191,127,50.4
201901, europe, russia, etc,7525,6525,15.3
201901, europe, russia, entire,25194,21934,14.9
201901, europe, uk, tourism,7982,7023,13.7
201901, europe, uk, commercial,175,228,-23.2
201901, europe, uk, Public,17,14,21.4
201901, europe, uk, Study Abroad,41,48,-14.6
201901, europe, uk, etc,1933,2086,-7.3
201901, europe, uk, entire,10148,9399,8
201901, europe, germany, tourism,4925,5532,-11
201901, europe, germany, commercial,278,256,8.6
201901, europe, germany, Public,19,28,-32.1
201901, europe, germany, Study Abroad,177,176,0.6
201901, europe, germany, etc,1451,1336,8.6
201901, europe, germany, entire,6850,7328,-6.5
201901, europe, france, tourism,3773,3956,-4.6
201901, europe, france, commercial,297,331,-10.3
201901, europe, france, Public,48,39,23.1
201901, europe, france, Study Abroad,288,294,-2
201901, europe, france, etc,1168,1271,-8.1
201901, europe, france, entire,5574,5891,-5.4
201901, europe, Italy, tourism,1968,2120,-7.2
201901, europe, Italy, commercial,83,89,-6.7
201901, europe, Italy, Public,17,14,21.4
201901, europe, Italy, Study Abroad,40,29,37.9
201901, europe, Italy, etc,623,509,22.4
201901, europe, Italy, entire,2731,2761,-1.1
201901, europe, Netherlands, tourism,1592,1635,-2.6
201901, europe, Netherlands, commercial,47,37,27
201901, europe, Netherlands, Public,16,11,45.5
201901, europe, Netherlands, Study Abroad,77,60,28.3
201901, europe, Netherlands, etc,537,586,-8.4
201901, europe, Netherlands, entire,2269,2329,-2.6
201901, europe, Ukraine, tourism,593,422,40.5
201901, europe, Ukraine, commercial,58,74,-21.6
201901, europe, Ukraine, Public,3,3,0
201901, europe, Ukraine, Study Abroad,28,17,64.7
201901, europe, Ukraine, etc,1580,1113,42
201901, europe, Ukraine, entire,2262,1629,38.9
201901, europe, Spain, tourism,1010,1157,-12.7
201901, europe, Spain, commercial,36,29,24.1
201901, europe, Spain, Public,15,8,87.5
201901, europe, Spain, Study Abroad,52,58,-10.3
201901, europe, Spain, etc,255,380,-32.9
201901, europe, Spain, entire,1368,1632,-16.2
201901, europe, Romania, tourism,412,290,42.1
201901, europe, Romania, commercial,8,19,-57.9
201901, europe, Romania, Public,4,1,300
201901, europe, Romania, Study Abroad,3,10,-70
201901, europe, Romania, etc,445,412,8
201901, europe, Romania, entire,872,732,19.1
201901, europe, Norway, tourism,552,536,3
201901, europe, Norway, commercial,66,259,-74.5
201901, europe, Norway, Public,4,5,-20
201901, europe, Norway, Study Abroad,28,26,7.7
201901, europe, Norway, etc,151,167,-9.6
201901, europe, Norway, entire,801,993,-19.3
201901, europe, Sweden, tourism,844,788,7.1
201901, europe, Sweden, commercial,29,30,-3.3
201901, europe, Sweden, Public,6,16,-62.5
201901, europe, Sweden, Study Abroad,18,31,-41.9
201901, europe, Sweden, etc,85,77,10.4
201901, europe, Sweden, entire,982,942,4.2
201901, europe, Poland, tourism,713,754,-5.4
201901, europe, Poland, commercial,10,29,-65.5
201901, europe, Poland, Public,0,2,-100
201901, europe, Poland, Study Abroad,27,20,35
201901, europe, Poland, etc,574,699,-17.9
201901, europe, Poland, entire,1324,1504,-12
201901, europe, Swiss, tourism,613,849,-27.8
201901, europe, Swiss, commercial,18,34,-47.1
201901, europe, Swiss, Public,0,1,-100
201901, europe, Swiss, Study Abroad,19,18,5.6
201901, europe, Swiss, etc,97,155,-37.4
201901, europe, Swiss, entire,747,1057,-29.3
201901, europe, Portugal, tourism,416,479,-13.2
201901, europe, Portugal, commercial,14,6,133.3
201901, europe, Portugal, Public,0,0,0
201901, europe, Portugal, Study Abroad,13,5,160
201901, europe, Portugal, etc,121,102,18.6
201901, europe, Portugal, entire,564,592,-4.7
201901, europe,Austria, tourism,544,522,4.2
201901, europe,Austria, commercial,8,13,-38.5
201901, europe,Austria, Public,2,2,0
201901, europe,Austria, Study Abroad,13,12,8.3
201901, europe,Austria, etc,209,246,-15
201901, europe,Austria, entire,776,795,-2.4
201901, europe, Finland, tourism,412,551,-25.2
201901, europe, Finland, commercial,23,26,-11.5
201901, europe, Finland, Public,1,5,-80
201901, europe, Finland, Study Abroad,18,39,-53.8
201901, europe, Finland, etc,405,376,7.7
201901, europe, Finland, entire,859,997,-13.8
201901, europe, Belgium, tourism,490,515,-4.9
201901, europe, Belgium, commercial,24,23,4.3
201901, europe, Belgium, Public,4,2,100
201901, europe, Belgium, Study Abroad,22,26,-15.4
201901, europe, Belgium, etc,169,189,-10.6
201901, europe, Belgium, entire,709,755,-6.1
201901, europe, Croatia, tourism,226,248,-8.9
201901, europe, Croatia, commercial,12,11,9.1
201901, europe, Croatia, Public,0,1,-100
201901, europe, Croatia, Study Abroad,3,3,0
201901, europe, Croatia, etc,250,230,8.7
201901, europe, Croatia, entire,491,493,-0.4
201901, europe, Greece, tourism,481,447,7.6
201901, europe, Greece, commercial,17,28,-39.3
201901, europe, Greece, Public,4,7,-42.9
201901, europe, Greece, Study Abroad,0,3,-100
201901, europe, Greece, etc,273,227,20.3
201901, europe, Greece, entire,775,712,8.8
201901, europe, Bulgaria, tourism,154,152,1.3
201901, europe, Bulgaria, commercial,1,8,-87.5
201901, europe, Bulgaria, Public,1,0,0
201901, europe, Bulgaria, Study Abroad,10,9,11.1
201901, europe, Bulgaria, etc,265,197,34.5
201901, europe, Bulgaria, entire,431,366,17.8
201901, europe, Denmark, tourism,520,517,0.6
201901, europe, Denmark, commercial,21,24,-12.5
201901, europe, Denmark, Public,6,7,-14.3
201901, europe, Denmark, Study Abroad,16,20,-20
201901, europe, Denmark, etc,188,131,43.5
201901, europe, Denmark, entire,751,699,7.4
201901, europe, Ireland, tourism,392,382,2.6
201901, europe, Ireland, commercial,15,14,7.1
201901, europe, Ireland, Public,1,2,-50
201901, europe, Ireland, Study Abroad,2,3,-33.3
201901, europe, Ireland, etc,185,191,-3.1
201901, europe, Ireland, entire,595,592,0.5
201901, europe, etc, tourism,1809,1484,21.9
201901, europe, etc, commercial,44,53,-17
201901, europe, etc, Public,25,7,257.1
201901, europe, etc, Study Abroad,91,73,24.7
201901, europe, etc, etc,996,789,26.2
201901, europe, etc, entire,2965,2406,23.2
201901, Oceania, Year and Continent, tourism,15379,12556,22.5
201901, Oceania, Year and Continent, commercial,116,133,-12.8
201901, Oceania, Year and Continent, Public,38,42,-9.5
201901, Oceania, Year and Continent, Study Abroad,39,38,2.6
201901, Oceania, Year and Continent, etc,2052,2130,-3.7
201901, Oceania, Year and Continent, entire,17624,14899,18.3
201901, Oceania, australia, tourism,12795,10107,26.6
201901, Oceania, australia, commercial,93,117,-20.5
201901, Oceania, australia, Public,17,23,-26.1
201901, Oceania, australia, Study Abroad,34,25,36
201901, Oceania, australia, etc,1346,1416,-4.9
201901, Oceania, australia, entire,14285,11688,22.2
201901, Oceania, New Zealand, tourism,2029,2000,1.5
201901, Oceania, New Zealand, commercial,20,16,25
201901, Oceania, New Zealand, Public,17,15,13.3
201901, Oceania, New Zealand, Study Abroad,5,6,-16.7
201901, Oceania, New Zealand, etc,654,622,5.1
201901, Oceania, New Zealand, entire,2725,2659,2.5
201901, Oceania, etc, tourism,555,449,23.6
201901, Oceania, etc, commercial,3,0,0
201901, Oceania, etc, Public,4,4,0
201901, Oceania, etc, Study Abroad,0,7,-100
201901, Oceania, etc, etc,52,92,-43.5
201901, Oceania, etc, entire,614,552,11.2
201901, Africa, Year and Continent, tourism,1136,1352,-16
201901, Africa, Year and Continent, commercial,727,407,78.6
201901, Africa, Year and Continent, Public,91,76,19.7
201901, Africa, Year and Continent, Study Abroad,212,234,-9.4
201901, Africa, Year and Continent, etc,1524,1079,41.2
201901, Africa, Year and Continent, entire,3690,3148,17.2
201901, Africa, Republic of South Africa, tourism,368,320,15
201901, Africa, Republic of South Africa, commercial,9,14,-35.7
201901, Africa, Republic of South Africa, Public,1,1,0
201901, Africa, Republic of South Africa, Study Abroad,6,5,20
201901, Africa, Republic of South Africa, etc,616,563,9.4
201901, Africa, Republic of South Africa, entire,1000,903,10.7
201901, Africa, etc, tourism,768,1032,-25.6
201901, Africa, etc, commercial,718,393,82.7
201901, Africa, etc, Public,90,75,20
201901, Africa, etc, Study Abroad,206,229,-10
201901, Africa, etc, etc,908,516,76
201901, Africa, etc, entire,2690,2245,19.8
201901, etc, Year and Continent, tourism,33,38,-13.2
201901, etc, Year and Continent, commercial,4,4,0
201901, etc, Year and Continent, Public,0,0,0
201901, etc, Year and Continent, Study Abroad,1,0,0
201901, etc, Year and Continent, etc,16,24,-33.3
201901, etc, Year and Continent, entire,54,66,-18.2
201901, etc, etc, tourism,33,38,-13.2
201901, etc, etc, commercial,4,4,0
201901, etc, etc, Public,0,0,0
201901, etc, etc, Study Abroad,1,0,0
201901, etc, etc, etc,16,24,-33.3
201901, etc, etc, entire,54,66,-18.2
201901, Korean, Year and Continent, tourism,0,0,0
201901, Korean, Year and Continent, commercial,0,0,0
201901, Korean, Year and Continent, Public,0,0,0
201901, Korean, Year and Continent, Study Abroad,0,0,0
201901, Korean, Year and Continent, etc,15526,19196,-19.1
201901, Korean, Year and Continent, entire,15526,19196,-19.1
201901, Korean, Korean, tourism,0,0,0
201901, Korean, Korean, commercial,0,0,0
201901, Korean, Korean, Public,0,0,0
201901, Korean, Korean, Study Abroad,0,0,0
201901, Korean, Korean, etc,15526,19196,-19.1
201901, Korean, Korean, entire,15526,19196,-19.1
201902, Entire continent, year, tourism,907928,790477,14.9
201902, Entire continent, year, commercial,13061,11323,15.3
201902, Entire continent, year, Public,3789,3669,3.3
201902, Entire continent, year, Study Abroad,64760,54618,18.6
201902, Entire continent, year, etc,212264,185328,14.5
201902, Entire continent, year, entire,1201802,1045415,15
201902, Asia, Year and Continent, tourism,807654,658805,22.6
201902, Asia, Year and Continent, commercial,10554,9302,13.5
201902, Asia, Year and Continent, Public,1491,1362,9.5
201902, Asia, Year and Continent, Study Abroad,58893,49322,19.4
201902, Asia, Year and Continent, etc,155494,126437,23
201902, Asia, Year and Continent, entire,1034086,845228,22.3
201902, Asia, china, tourism,324291,237075,36.8
201902, Asia, china, commercial,2694,2356,14.3
201902, Asia, china, Public,143,284,-49.6
201902, Asia, china, Study Abroad,38731,34899,11
201902, Asia, china, etc,87520,70727,23.7
201902, Asia, china, entire,453379,345341,31.3
201902, Asia, japan, tourism,204697,159831,28.1
201902, Asia, japan, commercial,2125,1966,8.1
201902, Asia, japan, Public,119,144,-17.4
201902, Asia, japan, Study Abroad,2084,1898,9.8
201902, Asia, japan, etc,4175,4402,-5.2
201902, Asia, japan, entire,213200,168241,26.7
201902, Asia, taiwan, tourism,92276,86022,7.3
201902, Asia, taiwan, commercial,105,75,40
201902, Asia, taiwan, Public,20,21,-4.8
201902, Asia, taiwan, Study Abroad,908,847,7.2
201902, Asia, taiwan, etc,1250,1111,12.5
201902, Asia, taiwan, entire,94559,88076,7.4
201902, Asia, Hong Kong, tourism,49695,49178,1.1
201902, Asia, Hong Kong, commercial,54,56,-3.6
201902, Asia, Hong Kong, Public,3,2,50
201902, Asia, Hong Kong, Study Abroad,489,427,14.5
201902, Asia, Hong Kong, etc,1071,927,15.5
201902, Asia, Hong Kong, entire,51312,50590,1.4
201902, Asia, Macau, tourism,3890,4764,-18.3
201902, Asia, Macau, commercial,1,1,0
201902, Asia, Macau, Public,0,0,0
201902, Asia, Macau, Study Abroad,33,36,-8.3
201902, Asia, Macau, etc,42,33,27.3
201902, Asia, Macau, entire,3966,4834,-18
201902, Asia, Philippines, tourism,15541,14544,6.9
201902, Asia, Philippines, commercial,171,221,-22.6
201902, Asia, Philippines, Public,57,61,-6.6
201902, Asia, Philippines, Study Abroad,189,227,-16.7
201902, Asia, Philippines, etc,13336,11960,11.5
201902, Asia, Philippines, entire,29294,27013,8.4
201902, Asia, Indonesia, tourism,12172,10181,19.6
201902, Asia, Indonesia, commercial,147,178,-17.4
201902, Asia, Indonesia, Public,72,40,80
201902, Asia, Indonesia, Study Abroad,697,663,5.1
201902, Asia, Indonesia, etc,5027,3677,36.7
201902, Asia, Indonesia, entire,18115,14739,22.9
201902, Asia, thailand, tourism,32074,37394,-14.2
201902, Asia, thailand, commercial,56,53,5.7
201902, Asia, thailand, Public,180,105,71.4
201902, Asia, thailand, Study Abroad,332,300,10.7
201902, Asia, thailand, etc,6578,5576,18
201902, Asia, thailand, entire,39220,43428,-9.7
201902, Asia, vietnam, tourism,20071,11936,68.2
201902, Asia, vietnam, commercial,806,833,-3.2
201902, Asia, vietnam, Public,98,51,92.2
201902, Asia, vietnam, Study Abroad,9324,4582,103.5
201902, Asia, vietnam, etc,11882,7106,67.2
201902, Asia, vietnam, entire,42181,24508,72.1
201902, Asia, India, tourism,2372,1968,20.5
201902, Asia, India, commercial,2303,1973,16.7
201902, Asia, India, Public,102,26,292.3
201902, Asia, India, Study Abroad,360,354,1.7
201902, Asia, India, etc,3172,2772,14.4
201902, Asia, India, entire,8309,7093,17.1
201902, Asia, malaysia, tourism,24047,19515,23.2
201902, Asia, malaysia, commercial,136,116,17.2
201902, Asia, malaysia, Public,2,3,-33.3
201902, Asia, malaysia, Study Abroad,604,687,-12.1
201902, Asia, malaysia, etc,2695,2208,22.1
201902, Asia, malaysia, entire,27484,22529,22
201902, Asia, Singapore, tourism,8228,7220,14
201902, Asia, Singapore, commercial,114,120,-5
201902, Asia, Singapore, Public,6,5,20
201902, Asia, Singapore, Study Abroad,257,270,-4.8
201902, Asia, Singapore, etc,1187,1478,-19.7
201902, Asia, Singapore, entire,9792,9093,7.7
201902, Asia, Mongolia, tourism,6670,7050,-5.4
201902, Asia, Mongolia, commercial,109,84,29.8
201902, Asia, Mongolia, Public,314,314,0
201902, Asia, Mongolia, Study Abroad,1152,846,36.2
201902, Asia, Mongolia, etc,931,607,53.4
201902, Asia, Mongolia, entire,9176,8901,3.1
201902, Asia, Uzbekistan, tourism,2165,1981,9.3
201902, Asia, Uzbekistan, commercial,716,206,247.6
201902, Asia, Uzbekistan, Public,5,4,25
201902, Asia, Uzbekistan, Study Abroad,1217,927,31.3
201902, Asia, Uzbekistan, etc,3046,2467,23.5
201902, Asia, Uzbekistan, entire,7149,5585,28
201902, Asia, Myanmar, tourism,1107,1294,-14.5
201902, Asia, Myanmar, commercial,13,9,44.4
201902, Asia, Myanmar, Public,25,12,108.3
201902, Asia, Myanmar, Study Abroad,231,190,21.6
201902, Asia, Myanmar, etc,3991,3800,5
201902, Asia, Myanmar, entire,5367,5305,1.2
201902, Asia, GCC, tourism,1143,901,26.9
201902, Asia, GCC, commercial,27,29,-6.9
201902, Asia, GCC, Public,9,32,-71.9
201902, Asia, GCC, Study Abroad,192,197,-2.5
201902, Asia, GCC, etc,107,114,-6.1
201902, Asia, GCC, entire,1478,1273,16.1
201902, Asia, Kazakhstan, tourism,1924,3338,-42.4
201902, Asia, Kazakhstan, commercial,21,4,425
201902, Asia, Kazakhstan, Public,3,2,50
201902, Asia, Kazakhstan, Study Abroad,404,426,-5.2
201902, Asia, Kazakhstan, etc,1422,917,55.1
201902, Asia, Kazakhstan, entire,3774,4687,-19.5
201902, Asia, Turkye, tourism,664,827,-19.7
201902, Asia, Turkye, commercial,13,10,30
201902, Asia, Turkye, Public,29,24,20.8
201902, Asia, Turkye, Study Abroad,151,161,-6.2
201902, Asia, Turkye, etc,908,874,3.9
201902, Asia, Turkye, entire,1765,1896,-6.9
201902, Asia, Cambodia, tourism,1473,557,164.5
201902, Asia, Cambodia, commercial,53,38,39.5
201902, Asia, Cambodia, Public,92,33,178.8
201902, Asia, Cambodia, Study Abroad,147,144,2.1
201902, Asia, Cambodia, etc,1950,1810,7.7
201902, Asia, Cambodia, entire,3715,2582,43.9
201902, Asia, Sri Lanka, tourism,241,154,56.5
201902, Asia, Sri Lanka, commercial,52,52,0
201902, Asia, Sri Lanka, Public,0,10,-100
201902, Asia, Sri Lanka, Study Abroad,48,48,0
201902, Asia, Sri Lanka, etc,1175,889,32.2
201902, Asia, Sri Lanka, entire,1516,1153,31.5
201902, Asia, Bangladesh, tourism,228,217,5.1
201902, Asia, Bangladesh, commercial,83,100,-17
201902, Asia, Bangladesh, Public,38,58,-34.5
201902, Asia, Bangladesh, Study Abroad,265,220,20.5
201902, Asia, Bangladesh, etc,1042,647,61.1
201902, Asia, Bangladesh, entire,1656,1242,33.3
201902, Asia, Pakistan, tourism,257,244,5.3
201902, Asia, Pakistan, commercial,290,257,12.8
201902, Asia, Pakistan, Public,11,13,-15.4
201902, Asia, Pakistan, Study Abroad,463,408,13.5
201902, Asia, Pakistan, etc,418,379,10.3
201902, Asia, Pakistan, entire,1439,1301,10.6
201902, Asia, Israel, tourism,694,653,6.3
201902, Asia, Israel, commercial,15,4,275
201902, Asia, Israel, Public,1,0,0
201902, Asia, Israel, Study Abroad,14,11,27.3
